Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update
"Emilian Bobowicz,323851785,16.105,,53,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,05.07.2023 napastnik (90'),Polska,06.07.2023"
"Fryderyk Myszczynski,320849610,17.091,,172,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,-1,-1,-1,5,6,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,05.07.2023 skrzydlowy (90'),Polska,06.07.2023"
"Ignacy Buchalik,312057484,18.084,,291,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,-1,-1,3.5,5,7,-1.0,-1.0,-1.0,3.5,5.0,-1.0,01.07.2023 pomocnik (85'),Polska,06.07.2023"
"Jaroslaw Debski,328829165,15.097,H25,25,WC 38,4,Continental Championship  Matchday 2,19/05/2025,91,4,-1,-1,3,-1,-1,-1,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,05.07.2023 boczny_obronca (90'),Polska,06.07.2023"
"Jozef Jatczak,312377327,18.051,H339,339,WC 36,33,World Cup - Round III  Matchday 2,05/08/2024,88,11,-1,-1,5,5.5,7.5,-1,-1.0,-1.0,5.0,5.0,6.0,-1.0,05.07.2023 pomocnik (90'),Polska,06.07.2023"
"Mieczyslaw Cieplik,328202556,17.072,,81,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,3,-1,-1,-1,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,05.07.2023 boczny_obronca (90'),Polska,06.07.2023"
"Patryk Lech,322025869,16.081,P178,178,WC 37,26,World Cup - Round II  Matchday 1,14/02/2025,90,6,-1,-1,2.5,5,-1,3.5,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,05.07.2023 pomocnik (90'),Polska,06.07.2023"
"Pawel Piekart,315149432,18.091,,270,WC 36,24,World Cup - Round I  Matchday 9,21/06/2024,88,4,-1,5,-1,6,5.5,-1,-1.0,5.0,-1.0,6.0,-1.0,-1.0,05.07.2023 pomocnik (90'),Polska,06.07.2023"
"Gabriel Szlachetka,331502431,15.061,H15,15,WC 38,11,Continental Championship  Matchday 9,27/06/2025,91,9,-1,-1,-1,-1,-1,3,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,03.07.2023 napastnik (90'),Polska,06.07.2023"
"Mieczyslaw Grochulski,332065347,16.038,,3,WC 37,35,World Cup - Round IV  Matchday 1,28/03/2025,90,12,-1,-1,-1,-1,-1,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,03.07.2023 napastnik (90'),Polska,06.07.2023"
"Bogdan Nasternak,324640690,16.038,,143,WC 37,35,World Cup - Round IV  Matchday 1,28/03/2025,90,12,-1,2.5,3.5,6.5,6,4.5,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,30.06.2023 pomocnik (46'),Polska,06.07.2023"
"Ciechoslaw Maciukiewicz,325138302,17.110,T136,136,WC 37,2,Friendly,27/09/2024,89,2,2.5,4,6,4.5,4.5,5.5,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,16.06.2023 boczny_obronca (90'),Polska,06.07.2023"
"Emil Zarzecki,331116931,15.037,H17,17,WC 38,15,Continental Championship - Finals,18/07/2025,91,12,1.5,-1,-1,2.5,-1,-1,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,30.06.2023 bramkarz (46'),Polska,06.07.2023"
"Ernest Bernecki,326151754,17.004,,85,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,2.5,3.5,3.5,5.5,-1,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,30.06.2023 skrzydlowy (46'),Polska,06.07.2023"
"Jan Smigielski,326158422,16.025,H60,60,WC 37,38,World Cup - Round V  Matchday 1,11/04/2025,90,14,-1,5,6.5,-1,-1,4,-1.0,5.0,5.0,-1.0,-1.0,-1.0,30.06.2023 stoper (90'),Polska,06.07.2023"
"Jerzy Klas,325364025,16.059,,64,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,6,4.5,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,30.06.2023 pomocnik (90'),Polska,06.07.2023"
"Jerzy Szymaniak,324062580,16.056,Q129,129,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,2.5,6,6,4,4.5,4.5,-1.0,4.5,5.0,-1.0,-1.0,-1.0,30.06.2023 boczny_obronca (90'),Polska,06.07.2023"
"Kazimierz Backiel,331975064,16.085,H3,3,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,06.07.2023"
"Konrad Bulaj,331834266,15.077,,9,WC 38,8,Continental Championship  Matchday 6,06/06/2025,91,6,-1,-1,-1,6.5,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.06.2023 pomocnik (44'),Polska,06.07.2023"
"Lech Brym,327406110,16.049,,44,WC 37,33,World Cup - Round III  Matchday 2,17/03/2025,90,11,-1,5.5,5.5,6,6,4,-1.0,4.5,-1.0,-1.0,-1.0,4.0,30.06.2023 skrzydlowy (44'),Polska,06.07.2023"
"Maciej Zadulec,326177733,17.000,,31,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,3,4,-1,-1,3.5,-1.0,-1.0,3.0,-1.0,-1.0,3.5,30.06.2023 napastnik (90'),Polska,06.07.2023"
"Marek Gontarczyk,326976185,16.085,,73,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,3.5,4,3.5,4.5,4,-1.0,-1.0,4.0,3.5,-1.0,4.0,30.06.2023 napastnik (90'),Polska,06.07.2023"
"Marian Dulak,328312178,17.033,,52,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,2.5,3,6.5,-1,-1,-1.0,-1.0,3.0,5.0,-1.0,-1.0,30.06.2023 boczny_obronca (90'),Polska,06.07.2023"
"Rafal Marszal,324910428,16.082,U108,108,WC 37,26,World Cup - Round II  Matchday 1,14/02/2025,90,6,-1,4.5,4.5,7,6,5,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,30.06.2023 pomocnik (90'),Polska,06.07.2023"
"Romuald Przybylak,326514847,17.041,,101,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,3.5,4,7.5,6.5,5.5,-1.0,-1.0,-1.0,5.5,5.5,5.5,30.06.2023 skrzydlowy (90'),Polska,06.07.2023"
"Tomasz Przybysz,327610589,16.011,,37,WC 38,,Final,,,,-1,-1,-1,-1,-1,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,16.06.2023 napastnik (90'),Polska,06.07.2023"
"Wladyslaw Banat,319504193,17.095,,169,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,5.5,-1,-1,-1,1,1,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.06.2023 bramkarz (44'),Polska,06.07.2023"
"Zenon Rypina,330620636,15.099,,23,WC 38,4,Continental Championship  Matchday 2,19/05/2025,91,4,2.5,-1,-1,-1,2,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.06.2023 skrzydlowy (44'),Polska,06.07.2023"
"Andrzej Gronkowski,319245499,17.077,T241,241,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,1,-1,-1,-1,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.06.2023 bramkarz (90'),Polska,06.07.2023"
"Andrzej Wachnik,319245503,18.041,,241,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,1.5,-1,-1,-1,-1,-1.0,1.5,-1.0,-1.0,-1.0,-1.0,30.06.2023 stoper (90'),Polska,06.07.2023"
"Florian Tworzewski,318999349,17.081,,177,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,-1,-1,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,30.06.2023 napastnik (90'),Polska,06.07.2023"
"Grzegorz Ciesielski,318757228,17.091,,186,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,-1,-1,3,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,07.04.2023 pomocnik (51'),Polska,06.07.2023"
"Jakub Kopernik,319245497,17.071,,241,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,1.5,-1,-1,-1,-1,-1.0,1.5,-1.0,-1.0,-1.0,-1.0,30.06.2023 stoper (90'),Polska,06.07.2023"
"Jedrzej Truchan,319245502,17.052,Q241,241,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,3.5,-1,-1,-1,-1,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,30.06.2023 stoper (90'),Polska,06.07.2023"
"Krzysztof Abgarowicz,319245500,17.086,P241,241,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,-1,-1,3,-1,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,30.06.2023 skrzydlowy (90'),Polska,06.07.2023"
"Marceli Krygier,319245506,18.019,T241,241,WC 36,40,World Cup - Round V  Matchday 3,06/09/2024,88,15,-1,-1,-1,2.5,-1,-1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,30.06.2023 pomocnik (90'),Polska,06.07.2023"
"Marcin Hofman,319245498,18.090,Q241,241,WC 36,24,World Cup - Round I  Matchday 9,21/06/2024,88,4,-1,-1,3,2.5,-1,-1,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,30.06.2023 pomocnik (90'),Polska,06.07.2023"
"Marek Strak,319245494,17.053,,241,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,-1,2,-1,-1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,30.06.2023 pomocnik (90'),Polska,06.07.2023"
"Mateusz Zbrzeski,319245501,18.086,,241,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,-1,3.5,-1,3.5,-1,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,30.06.2023 boczny_obronca (90'),Polska,06.07.2023"
"Pawel Jakiel,316741260,18.086,,207,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,06.07.2023"
"Wiktor Dyrkacz,318819356,17.070,P213,213,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,-1,3.5,-1,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,31.03.2023 pomocnik (90'),Polska,06.07.2023"
"Wincenty Biadun,319245508,18.101,T241,241,WC 36,23,World Cup - Round I  Matchday 8,14/06/2024,88,3,-1,-1,-1,-1,-1,5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,30.06.2023 napastnik (90'),Polska,06.07.2023"
"Witold Wawrzyniak,319245493,18.004,,241,WC 37,1,Friendly,20/09/2024,89,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.06.2023 bramkarz (26'),Polska,06.07.2023"
"Wladek Sedek,319245509,17.028,,241,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,06.07.2023"
"Wladyslaw Grubich,319245505,18.088,,241,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,-1,-1,-1,4,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,03.02.2023 napastnik (6'),Polska,06.07.2023"
"Zbigniew Muzolf,319245504,18.084,,241,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,-1,-1,-1,-1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,24.02.2023 napastnik (90'),Polska,06.07.2023"
"Albin Kolbuch,330804403,15.058,,11,WC 38,11,Continental Championship  Matchday 9,27/06/2025,91,9,-1,-1,-1,-1,-1,5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,29.06.2023 napastnik (90'),Polska,06.07.2023"
"Damian Adamiec,327993956,16.090,,91,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,3.5,3,4,-1,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,29.06.2023 skrzydlowy (90'),Polska,06.07.2023"
"Emil Michalowicz,327993958,16.093,,91,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,-1,3,-1,1.5,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,01.06.2023 pomocnik (90'),Polska,06.07.2023"
"Fryderyk Pecherski,327993955,16.038,,91,WC 37,35,World Cup - Round IV  Matchday 1,28/03/2025,90,12,-1,1.5,2,1.5,-1,2.5,-1.0,-1.0,2.0,-1.0,-1.0,2.5,29.06.2023 boczny_obronca (90'),Polska,06.07.2023"
"Gwalbert Dej,327993949,15.097,P91,91,WC 38,4,Continental Championship  Matchday 2,19/05/2025,91,4,1,2.5,2.5,-1,-1,4,1.0,2.5,-1.0,-1.0,-1.0,-1.0,29.06.2023 stoper (90'),Polska,06.07.2023"
"Jozef Skrzynecki,328811690,16.004,,66,WC 38,1,Friendly,02/05/2025,91,1,-1,-1,-1,3,-1,8,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,29.06.2023 napastnik (90'),Polska,06.07.2023"
"Jozef Znamirowski,327993961,16.030,,91,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,0.5,2,2.5,-1,-1,-1,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,27.06.2023 boczny_obronca (90'),Polska,06.07.2023"
"Krzysztof Gruner,326663203,17.013,,81,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,2,4.5,-1,-1,-1,-1,2.0,4.5,-1.0,-1.0,-1.0,-1.0,29.06.2023 bramkarz (90'),Polska,06.07.2023"
"Maciej Rynarzewski,327791497,16.010,,74,WC 38,,Final,,,,-1,-1,-1,4,5,4,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,29.06.2023 skrzydlowy (90'),Polska,06.07.2023"
"Marcin Peski,326564374,16.044,,39,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,4,-1,-1,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,29.06.2023 pomocnik (90'),Polska,06.07.2023"
"Mauryliusz Biniek,327993950,16.014,H91,91,WC 37,41,World Cup - Semifinals,21/04/2025,90,16,-1,-1,3,4,3.5,3.5,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,29.06.2023 pomocnik (90'),Polska,06.07.2023"
"Miloslaw Wenzel,327993953,16.037,,91,WC 37,36,World Cup - Round IV  Matchday 2,31/03/2025,90,13,-1,2,2,2,-1,2.5,-1.0,2.0,-1.0,2.0,-1.0,-1.0,29.06.2023 stoper (90'),Polska,06.07.2023"
"Przemyslaw Rozwalka,327993960,16.089,,91,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,1.5,2.5,-1,3,2.5,-1.0,1.5,2.5,-1.0,-1.0,2.5,15.06.2023 boczny_obronca (23'),Polska,06.07.2023"
"Ryszard Rostek,327993963,17.002,,91,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,-1,2.5,-1,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,27.04.2023 skrzydlowy (90'),Polska,06.07.2023"
"Waldemar Dabrowski,327993962,15.109,,91,WC 38,2,Friendly,09/05/2025,91,2,1.5,4,3.5,-1,-1,4.5,-1.0,4.0,3.5,-1.0,-1.0,-1.0,29.06.2023 boczny_obronca (90'),Polska,06.07.2023"
"Zbyszko Bajowski,331590183,16.096,,18,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,22.06.2023 napastnik (90'),Polska,06.07.2023"
"Czeslaw Gajewski,325743434,17.041,P130,130,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,0.5,1.5,-1,-1,-1,-1,-1.0,1.5,-1.0,-1.0,-1.0,-1.0,04.07.2023 stoper (90'),Polska,06.07.2023"
"Dariusz Kubiszewski,325743435,17.022,,130,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,4,-1,-1,-1,-1,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,04.07.2023 stoper (90'),Polska,06.07.2023"
"Flawiusz Glogowski,325743447,17.102,,130,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,1.5,-1,-1,-1,-1,-1.0,1.5,-1.0,-1.0,-1.0,-1.0,07.03.2023 stoper (90'),Polska,06.07.2023"
"Grzegorz Kukalowicz,325743444,16.063,,130,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,-1,-1,-1,3,-1,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,07.03.2023 skrzydlowy (90'),Polska,06.07.2023"
"Konrad Mielcarz,325743443,16.055,,130,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,-1,2.5,-1,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,07.03.2023 skrzydlowy (90'),Polska,06.07.2023"
"Lech Lebek,325743432,17.065,,130,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,2.5,-1,-1,2.5,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,04.07.2023 boczny_obronca (90'),Polska,06.07.2023"
"Marian Wasylkowski,325743437,16.111,T130,130,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,-1,2.5,3.5,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,04.07.2023 skrzydlowy (90'),Polska,06.07.2023"
"Mariusz Kuzaj,325743445,17.096,,130,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,06.07.2023"
"Michal Gorecki,325743431,17.008,,130,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,0.5,2,-1,-1,-1,-1,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,04.07.2023 bramkarz (90'),Polska,06.07.2023"
"Miroslaw Slabiak,325743438,16.094,,130,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,-1,2.5,-1,-1,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,04.07.2023 pomocnik (90'),Polska,06.07.2023"
"Pawel Bialas,325743439,17.059,,130,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,-1,3,-1,-1,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,04.07.2023 pomocnik (90'),Polska,06.07.2023"
"Przemyslaw Dziekanowski,325743440,17.076,,130,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,-1,3.5,-1,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,04.07.2023 skrzydlowy (90'),Polska,06.07.2023"
"Rudolf Jaworowicz,325743436,17.088,Q130,130,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,2.5,3.5,-1,-1,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,04.07.2023 boczny_obronca (90'),Polska,06.07.2023"
"Szymek Tomasiak,325743441,16.047,,130,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,2,-1,3,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,04.07.2023 napastnik (90'),Polska,06.07.2023"
"Wieslaw Biesiadzinski,325743442,17.037,,130,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,-1,-1,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,04.07.2023 napastnik (90'),Polska,06.07.2023"
"Andrzej Mstowski,317581332,17.094,Q209,209,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,-1,5,-1,-1,-1,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,03.07.2023 boczny_obronca (90'),Polska,06.07.2023"
"Dominik Wojcikiewicz,326635706,16.042,U11,11,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,4,-1,-1,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,03.07.2023 pomocnik (90'),Polska,06.07.2023"
"Filip Madrzyk,314034788,19.041,U312,312,WC 36,14,Continental Championship - Semifinals,22/04/2024,87,12,-1,-1,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,03.04.2023 skrzydlowy (90'),Polska,06.07.2023"
"Jerzy Plazynski,317862232,18.032,,249,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,4.5,-1,-1,-1,-1,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,03.07.2023 stoper (90'),Polska,06.07.2023"
"Kornel Skalec,322630224,16.097,,134,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,5,-1,-1,-1,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,03.07.2023 boczny_obronca (90'),Polska,06.07.2023"
"Krzysztof Gajer,320083224,17.012,,170,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,2.5,-1,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,03.07.2023 skrzydlowy (90'),Polska,06.07.2023"
"Leonard Drobot,329130658,17.006,,65,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,2,-1,-1,-1,-1,-1,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,03.07.2023 bramkarz (90'),Polska,06.07.2023"
"Marcin Paczesniak,310047270,19.021,H398,398,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,1,-1,-1,-1,3,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.06.2023 bramkarz (90'),Polska,06.07.2023"
"Mariusz Klimczak,312441676,18.045,Q305,305,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,-1,-1,-1,-1,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,03.07.2023 napastnik (90'),Polska,06.07.2023"
"Mariusz Wilczewski,324189121,17.040,Q121,121,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,-1,-1,8,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,03.07.2023 napastnik (90'),Polska,06.07.2023"
"Michal Wisnioch,318411403,18.004,,179,WC 37,1,Friendly,20/09/2024,89,1,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,03.07.2023 pomocnik (90'),Polska,06.07.2023"
"Mieczyslaw Mrowiec,316760538,17.097,,226,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,-1,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,03.07.2023 skrzydlowy (90'),Polska,06.07.2023"
"Miroslaw Bazela,309054440,19.067,,387,WC 36,10,Continental Championship  Matchday 8,29/03/2024,87,8,-1,5,-1,-1,-1,-1,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,24.04.2023 stoper (90'),Polska,06.07.2023"
"Piotr Bacela,310047274,18.070,U398,398,WC 36,29,World Cup - Round II  Matchday 4,15/07/2024,88,8,-1,-1,-1,-1,3,-1,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,22.08.2022 skrzydlowy (90'),Polska,06.07.2023"
"Radoslaw Sliwakowski,315618868,19.014,,271,WC 36,19,World Cup - Round I  Matchday 4,17/05/2024,87,15,-1,-1,6,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,19.06.2023 pomocnik (90'),Polska,06.07.2023"
"Wladyslaw Danielczyk,323375557,16.067,,93,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,4,-1,-1,-1,-1,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,03.07.2023 stoper (90'),Polska,06.07.2023"
"Cezary Polomka,331116617,15.070,,22,WC 38,9,Continental Championship  Matchday 7,13/06/2025,91,7,-1,2.5,-1,-1,-1,-1,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,15.06.2023 stoper (90'),Polska,06.07.2023"
"Dariusz Pacholczak,331116503,16.015,P30,30,WC 37,41,World Cup - Semifinals,21/04/2025,90,16,-1,-1,2,-1,-1,-1,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,15.06.2023 boczny_obronca (90'),Polska,06.07.2023"
"Zygmunt Rafa,331839635,15.104,,18,WC 38,2,Friendly,09/05/2025,91,2,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,06.07.2023"
"Amadeusz Rutyna,323008332,16.100,,74,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,06.07.2023"
"Amadeusz Wenclaw,315625185,17.108,,228,WC 37,2,Friendly,27/09/2024,89,2,2,3.5,4,4,4,3.5,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,03.07.2023 stoper (90'),Polska,06.07.2023"
"Apoloniusz Chodakowski,313733508,18.028,Q235,235,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,2.5,4.5,5,4.5,5,4.5,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,03.07.2023 bramkarz (90'),Polska,06.07.2023"
"Bogumil Bida,320947612,17.026,P151,151,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,4,3.5,5,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,03.07.2023 pomocnik (90'),Polska,06.07.2023"
"Franciszek Biedak,322877203,17.033,,137,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,05.06.2023 pomocnik (90'),Polska,06.07.2023"
"Jan Lenartowicz,322648873,16.079,,165,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,03.07.2023 napastnik (90'),Polska,06.07.2023"
"Jerzy Dabkowski,316683483,17.105,,219,WC 37,2,Friendly,27/09/2024,89,2,2,-1,5,4,5.5,5.5,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,03.07.2023 boczny_obronca (90'),Polska,06.07.2023"
"Jerzy Maczkowski,326708276,16.082,,25,WC 37,26,World Cup - Round II  Matchday 1,14/02/2025,90,6,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,06.07.2023"
"Jonatan Ciolkowski,326295456,16.104,U88,88,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,-1,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,05.06.2023 napastnik (90'),Polska,06.07.2023"
"Jozef Jeziorek,314194844,18.053,,256,WC 36,32,World Cup - Round III  Matchday 1,02/08/2024,88,10,-1,5,5,3.5,4,4,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,03.07.2023 boczny_obronca (90'),Polska,06.07.2023"
